customer_id,gender,age,region,contract_type,internet_service,payment_method,tenure_months,monthly_charges,total_charges,support_tickets,late_payments,senior_citizen,churn,signup_date
11250,Female,42,North,Month-to-Month,No Internet,Bank Transfer,70,74.18,5157.33,0.0,1,No,No,2023-06-02
11251,Female,38,East,Month-to-Month,DSL,Electronic Check,15,60.4,880.11,2.0,0,No,No,2023-12-20
11252,Male,75,West,One Year,Fiber Optic,Bank Transfer,24,131.18,3340.52,3.0,1,Yes,No,2023-05-10
11253,Male,69,South,Two Year,Fiber Optic,Credit Card,27,78.27,2166.4,1.0,0,Yes,No,2025-04-24
11254,Male,41,West,Two Year,Fiber Optic,Mailed Check,49,50.38,2387.85,0.0,2,No,Yes,2021-06-01
11255,Female,42,East,Month-to-Month,No Internet,Electronic Check,23,31.53,720.92,1.0,1,No,No,2025-09-08
11256,Male,62,North,Month-to-Month,No Internet,Electronic Check,33,97.56,3416.0,0.0,2,Yes,Yes,2020-05-30
11257,Male,72,South,Month-to-Month,Fiber Optic,Electronic Check,41,59.57,2600.03,0.0,0,Yes,No,2021-07-01
11258,Male,63,East,One Year,Fiber Optic,Electronic Check,56,87.76,5039.82,0.0,4,Yes,Yes,2025-11-27
11259,Male,49,North,One Year,No Internet,Bank Transfer,29,50.15,1508.46,2.0,2,No,No,2023-02-18
11260,Female,72,East,Month-to-Month,No Internet,Electronic Check,31,69.45,1994.25,2.0,1,Yes,No,2022-11-19
11261,Male,49,North,Month-to-Month,No Internet,Electronic Check,65,80.7,5333.29,0.0,1,No,No,2023-10-26
11262,Female,22,East,One Year,No Internet,Mailed Check,18,37.86,702.09,0.0,2,No,No,2024-09-01
11263,Male,53,West,One Year,DSL,Credit Card,6,60.61,335.75,2.0,0,No,No,2023-03-18
11264,Male,63,South,Month-to-Month,Fiber Optic,Electronic Check,52,70.16,3849.04,0.0,1,Yes,No,2021-08-22
11265,Male,59,West,Two Year,Fiber Optic,Electronic Check,40,57.87,2473.42,3.0,2,No,No,2024-02-05
11266,Male,66,North,One Year,DSL,Electronic Check,65,62.61,3899.01,1.0,2,Yes,No,2021-08-29
11267,Male,59,West,Two Year,DSL,Mailed Check,42,51.4,2278.24,2.0,2,No,No,2021-03-10
11268,Male,75,West,Two Year,DSL,Bank Transfer,68,88.82,6199.71,2.0,2,Yes,No,2024-03-11
11269,Female,56,North,Month-to-Month,Fiber Optic,Bank Transfer,32,69.11,2240.07,0.0,3,No,No,2024-09-30
11270,Male,33,East,Month-to-Month,Fiber Optic,Mailed Check,10,98.27,1036.65,4.0,1,No,Yes,2021-10-28
11271,Female,50,West,One Year,Fiber Optic,Credit Card,69,97.4,6490.07,3.0,0,No,No,2022-02-20
11272,Female,66,East,Month-to-Month,Fiber Optic,Electronic Check,9,49.47,465.95,2.0,3,Yes,Yes,2023-11-26
11273,Female,38,North,Two Year,Fiber Optic,Credit Card,69,69.36,4643.81,1.0,2,No,No,2022-04-12
11274,Male,26,South,One Year,DSL,Bank Transfer,61,69.25,4418.54,2.0,0,No,No,2020-11-21
11275,Male,23,South,Two Year,No Internet,Mailed Check,11,73.64,803.7,0.0,1,No,No,2021-07-10
11276,Male,68,West,Month-to-Month,Fiber Optic,Credit Card,68,81.09,5176.17,1.0,0,Yes,Yes,2021-05-27
11277,Male,62,East,Month-to-Month,DSL,Credit Card,8,98.05,769.53,,1,Yes,Yes,2024-08-17
11278,Female,52,West,One Year,Fiber Optic,Mailed Check,49,89.62,4204.13,4.0,1,No,Yes,2020-02-25
11279,Male,56,South,Month-to-Month,DSL,Electronic Check,24,83.14,1867.83,1.0,1,No,Yes,2022-06-30
11280,Male,39,East,One Year,Fiber Optic,Mailed Check,33,72.2,2234.04,0.0,0,No,No,2025-06-20
11281,Female,58,South,Two Year,Fiber Optic,Electronic Check,19,93.5,1856.11,2.0,0,No,No,2024-03-22
11282,Female,71,West,Month-to-Month,No Internet,Credit Card,2,120.41,255.52,2.0,1,Yes,Yes,2020-01-20
11283,Female,22,South,One Year,Fiber Optic,Electronic Check,55,100.16,5885.28,3.0,3,No,No,2022-07-09
11284,Male,59,South,Month-to-Month,Fiber Optic,Credit Card,11,114.58,1331.76,4.0,0,No,Yes,2020-01-01
11285,Male,40,South,Month-to-Month,Fiber Optic,Credit Card,17,79.71,1426.67,3.0,1,No,No,2022-04-27
11286,Male,34,West,Two Year,Fiber Optic,Credit Card,42,105.11,4110.07,2.0,1,No,No,2023-06-06
11287,Male,29,East,Two Year,Fiber Optic,Mailed Check,61,107.29,6848.49,1.0,2,No,No,2021-12-25
11288,Male,40,West,Month-to-Month,No Internet,Bank Transfer,3,78.14,245.05,2.0,1,No,Yes,2023-07-30
11289,Male,33,West,Two Year,DSL,Bank Transfer,35,65.13,2145.07,0.0,2,No,No,2022-01-29
11290,Male,20,East,One Year,DSL,Electronic Check,66,34.62,2344.15,0.0,1,No,No,2023-02-16
11291,Male,47,West,Month-to-Month,Fiber Optic,Mailed Check,1,86.19,85.54,3.0,0,No,Yes,2025-03-29
11292,Male,74,West,Month-to-Month,Fiber Optic,Electronic Check,7,101.13,753.22,0.0,0,Yes,Yes,2020-08-14
11293,Female,39,North,Two Year,Fiber Optic,Electronic Check,20,62.87,1296.71,3.0,1,No,No,2021-12-02
11294,Female,26,North,Month-to-Month,Fiber Optic,Electronic Check,43,55.25,2547.18,4.0,2,No,No,2020-11-03
11295,Female,46,East,One Year,DSL,Credit Card,6,74.55,419.03,4.0,0,No,No,2024-02-26
11296,Male,64,South,One Year,Fiber Optic,Mailed Check,55,92.77,4727.31,0.0,0,Yes,Yes,2024-03-11
11297,Male,54,East,One Year,No Internet,Electronic Check,21,38.32,865.7,3.0,2,No,No,2025-01-18
11298,Male,40,West,Month-to-Month,Fiber Optic,Credit Card,51,88.02,4187.5,4.0,1,No,No,2023-01-17
11299,Female,30,West,Month-to-Month,Fiber Optic,Bank Transfer,46,94.25,4256.56,5.0,1,No,Yes,2021-10-14
11300,Female,49,South,Month-to-Month,Fiber Optic,Bank Transfer,35,120.03,4301.86,0.0,0,No,No,2022-03-07
11301,Male,63,East,One Year,Fiber Optic,Bank Transfer,8,75.09,637.25,1.0,0,Yes,No,2021-04-24
11302,Female,69,West,One Year,Fiber Optic,Electronic Check,68,139.16,9091.3,0.0,1,Yes,No,2024-11-14
11303,Male,64,North,One Year,Fiber Optic,Bank Transfer,16,88.35,1307.08,1.0,0,Yes,No,2022-06-15
11304,Female,65,East,One Year,Fiber Optic,Electronic Check,67,56.95,3828.65,1.0,0,Yes,No,2021-08-08
11305,Female,40,North,Month-to-Month,DSL,Mailed Check,71,63.75,4505.33,4.0,0,No,No,2023-10-10
11306,Female,62,South,Two Year,DSL,Credit Card,64,39.18,2430.04,2.0,0,Yes,No,2020-09-18
11307,Female,34,South,One Year,Fiber Optic,Bank Transfer,2,82.82,175.55,2.0,0,No,No,2023-04-14
11308,Female,72,East,Month-to-Month,Fiber Optic,Electronic Check,1,98.71,102.65,1.0,0,Yes,No,2024-05-30
11309,Male,57,East,Month-to-Month,DSL,Electronic Check,58,78.7,4826.15,3.0,1,No,No,2023-09-08
11310,Female,38,West,Two Year,No Internet,Electronic Check,1,38.75,36.65,2.0,4,No,No,2021-11-25
11311,Male,19,West,Two Year,DSL,Credit Card,7,35.64,257.16,1.0,1,No,No,2025-01-21
11312,Female,54,East,Month-to-Month,Fiber Optic,Electronic Check,69,97.48,7237.41,1.0,1,No,No,2022-11-07
11313,Female,23,East,One Year,DSL,Bank Transfer,18,88.1,1614.2,2.0,0,No,Yes,2022-01-13
11314,Female,61,South,Month-to-Month,DSL,Electronic Check,32,59.78,1812.37,4.0,2,Yes,Yes,2020-08-30
11315,Male,35,South,Month-to-Month,Fiber Optic,Bank Transfer,45,23.56,1144.3,2.0,1,No,No,2023-12-20
11316,Female,47,East,One Year,No Internet,Electronic Check,33,43.04,1426.76,2.0,2,No,No,2025-10-01
11317,Male,39,West,One Year,Fiber Optic,Electronic Check,49,111.66,5769.03,2.0,2,No,Yes,2023-06-03
11318,Female,71,West,One Year,No Internet,Bank Transfer,33,53.54,1667.7,3.0,0,Yes,No,2024-10-03
11319,Male,50,East,Month-to-Month,DSL,Bank Transfer,71,63.32,4615.2,1.0,3,No,No,2025-04-02
11320,Male,47,North,Month-to-Month,DSL,Credit Card,68,85.83,6221.75,3.0,0,No,No,2020-11-14
11321,Male,34,North,Month-to-Month,DSL,Electronic Check,28,64.34,1810.75,4.0,1,No,No,2023-10-24
11322,Male,60,South,Month-to-Month,Fiber Optic,Credit Card,53,121.94,6244.28,3.0,0,Yes,No,2020-09-04
11323,Female,49,North,Month-to-Month,DSL,Credit Card,44,62.66,2592.69,4.0,0,No,No,2020-06-25
11324,Male,59,North,Month-to-Month,No Internet,Electronic Check,55,50.48,2685.75,3.0,1,No,No,2024-08-12
11325,Female,68,North,Month-to-Month,DSL,Bank Transfer,10,101.56,992.02,2.0,0,Yes,No,2025-04-15
11326,Male,31,East,Month-to-Month,No Internet,Credit Card,14,73.2,1059.23,2.0,1,No,Yes,2020-01-13
11327,Male,75,North,One Year,No Internet,Electronic Check,36,45.04,1538.06,2.0,1,Yes,No,2020-10-15
11328,Female,27,West,Month-to-Month,No Internet,Mailed Check,34,83.8,2669.63,5.0,1,No,Yes,2021-03-06
11329,Female,64,East,Month-to-Month,DSL,Bank Transfer,18,64.64,1142.47,3.0,0,Yes,No,2023-09-24
11330,Male,68,East,One Year,DSL,Electronic Check,16,43.35,689.01,3.0,0,Yes,No,2025-09-12
11331,Female,53,West,Month-to-Month,Fiber Optic,Credit Card,37,89.38,3374.99,1.0,2,No,No,2023-09-09
11332,Female,51,South,One Year,DSL,Electronic Check,41,68.05,2882.69,5.0,2,No,No,2024-04-23
11333,Male,26,East,Month-to-Month,Fiber Optic,Bank Transfer,25,44.81,1190.02,1.0,1,No,No,2024-01-19
11334,Female,59,East,Month-to-Month,Fiber Optic,Bank Transfer,8,60.52,467.81,2.0,1,No,No,2023-06-02
11335,Female,45,West,Month-to-Month,Fiber Optic,Electronic Check,18,133.63,2416.35,3.0,3,No,Yes,2021-10-02
11336,Female,28,North,Month-to-Month,No Internet,Electronic Check,68,74.03,4926.14,3.0,0,No,No,2020-05-12
11337,Male,31,East,One Year,No Internet,Electronic Check,48,105.67,4667.54,6.0,1,No,Yes,2025-01-28
11338,Female,56,South,Two Year,DSL,Credit Card,70,74.72,5296.87,2.0,0,No,No,2025-05-08
11339,Male,72,South,Month-to-Month,Fiber Optic,Bank Transfer,67,117.93,8300.54,3.0,0,Yes,Yes,2022-09-08
11340,Male,64,North,Month-to-Month,DSL,Electronic Check,18,85.89,1431.35,2.0,1,Yes,Yes,2023-05-29
11341,Male,71,North,One Year,DSL,Electronic Check,18,48.34,801.0,3.0,1,Yes,No,2021-02-04
11342,Male,36,East,Month-to-Month,Fiber Optic,Electronic Check,56,102.17,5930.07,3.0,2,No,No,2021-08-28
11343,Female,71,West,Two Year,Fiber Optic,Electronic Check,23,58.18,1377.5,4.0,2,Yes,No,2021-09-02
11344,Female,32,South,Month-to-Month,Fiber Optic,Credit Card,35,110.23,3799.93,2.0,1,No,No,2022-12-19
11345,Female,45,East,Two Year,DSL,Credit Card,6,72.44,445.88,1.0,1,No,No,2020-05-11
11346,Male,41,East,Month-to-Month,DSL,Bank Transfer,26,72.47,2020.9,0.0,0,No,No,2021-01-27
11347,Male,25,North,Month-to-Month,Fiber Optic,Mailed Check,61,76.04,4451.32,5.0,0,No,No,2022-03-23
11348,Male,60,East,Two Year,No Internet,Mailed Check,15,86.96,1251.37,3.0,1,Yes,No,2021-08-03
11349,Female,26,South,One Year,Fiber Optic,Credit Card,32,83.06,2524.48,1.0,2,No,No,2025-08-23
11350,Male,64,East,Month-to-Month,Fiber Optic,Bank Transfer,12,39.25,487.88,3.0,1,Yes,Yes,2021-02-14
11351,Female,50,South,One Year,Fiber Optic,Mailed Check,5,44.14,215.52,0.0,3,No,No,2020-12-10
11352,Female,50,West,One Year,Fiber Optic,Electronic Check,64,55.27,3813.86,2.0,1,No,No,2022-03-14
11353,Male,36,South,Month-to-Month,Fiber Optic,Electronic Check,71,106.6,7828.53,3.0,1,No,No,2023-01-01
11354,Female,20,West,One Year,Fiber Optic,Electronic Check,27,108.51,2867.6,1.0,2,No,No,2020-07-12
11355,Male,27,West,Month-to-Month,DSL,Credit Card,45,80.12,3403.03,0.0,4,No,No,2022-07-26
11356,Female,57,South,Two Year,Fiber Optic,Bank Transfer,35,89.86,3191.41,3.0,0,No,No,2024-05-11
11357,Female,64,West,Two Year,DSL,Credit Card,26,103.15,2593.89,1.0,1,Yes,No,2023-04-30
11358,Male,59,West,Month-to-Month,DSL,Credit Card,23,80.57,1973.34,4.0,0,No,No,2022-08-27
11359,Male,18,North,Month-to-Month,Fiber Optic,Credit Card,13,102.95,1325.8,0.0,0,No,No,2021-08-23
11360,Female,46,North,Month-to-Month,DSL,Electronic Check,3,71.73,208.05,2.0,1,No,No,2020-12-25
11361,Female,67,West,Month-to-Month,Fiber Optic,Electronic Check,29,75.47,2219.64,0.0,1,Yes,Yes,2025-01-19
11362,Male,51,South,Two Year,No Internet,Electronic Check,66,59.99,3729.37,1.0,0,No,No,2023-08-25
11363,Female,68,West,Month-to-Month,No Internet,Electronic Check,64,123.27,7966.97,2.0,3,Yes,No,2021-02-24
11364,Female,30,West,Month-to-Month,Fiber Optic,Bank Transfer,28,59.83,1556.26,2.0,0,No,No,2022-02-20
11365,Female,71,South,Two Year,No Internet,Bank Transfer,36,74.86,2741.05,1.0,0,Yes,No,2023-12-05
11366,Male,18,North,Two Year,DSL,Bank Transfer,6,29.12,175.56,1.0,1,No,No,2020-08-30
11367,Female,51,South,Month-to-Month,No Internet,Bank Transfer,11,56.74,626.21,3.0,0,No,No,2022-10-13
11368,Female,46,South,One Year,DSL,Bank Transfer,38,91.35,3573.59,5.0,0,No,No,2021-04-04
11369,Male,65,West,One Year,Fiber Optic,Bank Transfer,34,41.75,1316.04,2.0,0,Yes,No,2024-02-22
11370,Male,64,East,Two Year,No Internet,Bank Transfer,67,89.62,5965.85,2.0,0,Yes,No,2021-06-15
11371,Female,30,East,One Year,Fiber Optic,Bank Transfer,46,138.19,6299.82,2.0,2,No,Yes,2025-05-31
11372,Male,65,North,One Year,Fiber Optic,Credit Card,29,96.13,2769.83,1.0,1,Yes,No,2024-03-29
11373,Female,66,South,Month-to-Month,Fiber Optic,Credit Card,60,118.55,7659.15,4.0,3,Yes,Yes,2024-11-07
11374,Male,70,East,Month-to-Month,Fiber Optic,Bank Transfer,54,93.2,4742.33,0.0,2,Yes,Yes,2020-10-17
11375,Male,46,East,One Year,DSL,Electronic Check,69,89.78,6383.57,1.0,1,No,No,2025-06-04
11376,Female,56,East,Two Year,DSL,Credit Card,9,78.34,694.0,3.0,1,No,No,2021-10-20
11377,Male,41,South,Two Year,No Internet,Credit Card,10,54.25,543.52,1.0,0,No,Yes,2021-07-07
11378,Male,43,West,Two Year,Fiber Optic,Electronic Check,68,67.01,4747.98,4.0,3,No,No,2021-05-27
11379,Male,34,West,One Year,No Internet,Mailed Check,58,101.54,5566.47,0.0,1,No,No,2024-06-27
11380,Female,24,West,One Year,No Internet,Electronic Check,52,70.94,3844.45,1.0,1,No,No,2020-09-11
11381,Male,30,South,Two Year,Fiber Optic,Electronic Check,34,78.46,2484.25,0.0,1,No,No,2021-12-21
11382,Male,22,North,One Year,Fiber Optic,Electronic Check,35,82.94,2895.15,2.0,1,No,No,2024-10-19
11383,Female,43,North,Month-to-Month,DSL,Bank Transfer,33,79.66,2730.6,2.0,1,No,Yes,2025-05-19
11384,Male,66,East,Month-to-Month,DSL,Credit Card,72,42.36,2899.89,7.0,0,Yes,Yes,2020-02-20
11385,Female,20,West,Two Year,DSL,Bank Transfer,32,62.45,2085.02,1.0,0,No,No,2022-03-10
11386,Male,24,North,Month-to-Month,DSL,Bank Transfer,55,79.76,4152.94,5.0,0,No,No,2020-04-09
11387,Female,75,South,Two Year,DSL,Credit Card,8,35.02,293.57,3.0,0,Yes,No,2024-10-13
11388,Male,66,East,Month-to-Month,Fiber Optic,Electronic Check,46,92.23,4221.49,4.0,2,Yes,Yes,2020-08-24
11389,Female,56,East,One Year,DSL,Electronic Check,14,49.56,714.34,0.0,1,No,No,2021-04-16
11390,Male,70,East,One Year,Fiber Optic,Bank Transfer,8,94.81,809.14,0.0,2,Yes,No,2023-11-22
11391,Male,18,West,One Year,DSL,Bank Transfer,71,125.96,8812.12,2.0,2,No,No,2025-12-03
11392,Male,66,South,Month-to-Month,DSL,Electronic Check,54,68.98,3565.77,2.0,2,Yes,Yes,2020-05-18
11393,Male,34,East,Two Year,DSL,Electronic Check,21,40.03,890.01,6.0,4,No,No,2025-10-23
11394,Male,60,West,One Year,No Internet,Electronic Check,14,77.93,1031.95,1.0,3,Yes,No,2023-10-15
11395,Male,42,West,Month-to-Month,Fiber Optic,Bank Transfer,2,98.86,201.88,1.0,1,No,Yes,2021-02-09
11396,Female,20,East,One Year,DSL,Electronic Check,61,48.58,3164.06,3.0,1,No,No,2024-09-08
11397,Male,32,West,Month-to-Month,DSL,Electronic Check,17,29.04,507.46,0.0,2,No,No,2022-08-08
11398,Male,46,East,Month-to-Month,No Internet,Credit Card,48,48.65,2221.5,5.0,0,No,No,2023-09-19
11399,Female,70,West,Month-to-Month,DSL,Bank Transfer,8,70.79,534.81,1.0,0,Yes,No,2020-11-24
11400,Female,60,North,Two Year,Fiber Optic,Bank Transfer,56,70.62,3797.99,2.0,1,Yes,No,2024-08-25
11401,Male,49,West,Month-to-Month,No Internet,Credit Card,17,98.94,1652.76,2.0,2,No,Yes,2023-08-16
11402,Male,43,East,One Year,DSL,Bank Transfer,69,84.93,5540.59,1.0,0,No,No,2024-08-26
11403,Male,33,South,Month-to-Month,Fiber Optic,Credit Card,12,89.55,1125.8,4.0,0,No,Yes,2025-11-06
11404,Female,42,North,Month-to-Month,DSL,Mailed Check,38,28.38,1053.77,4.0,0,No,No,2020-01-15
11405,Female,71,South,Two Year,No Internet,Electronic Check,18,82.76,1593.62,1.0,0,Yes,No,2021-09-25
11406,Male,45,East,One Year,DSL,Credit Card,26,121.48,3331.56,0.0,1,No,Yes,2025-02-26
11407,Female,26,East,Two Year,Fiber Optic,Credit Card,37,103.56,4082.36,0.0,0,No,No,2024-01-25
11408,Female,73,East,Month-to-Month,No Internet,Electronic Check,70,55.56,3761.32,1.0,2,Yes,No,2023-02-02
11409,Female,73,East,Month-to-Month,DSL,Bank Transfer,41,68.59,2845.37,2.0,1,Yes,No,2024-08-21
11410,Female,18,West,Two Year,DSL,Electronic Check,42,78.48,3202.0,1.0,0,No,No,2021-01-26
11411,Male,46,South,One Year,Fiber Optic,Credit Card,41,121.67,4794.48,2.0,1,No,No,2025-12-28
11412,Male,74,West,Month-to-Month,Fiber Optic,Credit Card,47,69.36,3315.78,3.0,0,Yes,Yes,2020-06-17
11413,Male,39,West,Month-to-Month,DSL,Electronic Check,14,60.36,888.04,3.0,2,No,No,2025-08-14
11414,Male,33,North,Two Year,DSL,Credit Card,1,65.92,61.63,0.0,2,No,No,2021-09-10
11415,Female,58,East,Month-to-Month,Fiber Optic,Credit Card,17,83.73,1372.34,3.0,0,No,Yes,2023-03-31
11416,Female,68,North,One Year,Fiber Optic,Bank Transfer,55,106.81,5597.4,0.0,0,Yes,No,2022-02-07
11417,Male,61,North,Month-to-Month,Fiber Optic,Bank Transfer,53,93.56,5195.39,2.0,0,Yes,Yes,2021-01-16
11418,Male,68,South,Month-to-Month,DSL,Electronic Check,31,37.07,1228.85,2.0,0,Yes,Yes,2021-04-26
11419,Male,71,South,Two Year,Fiber Optic,Credit Card,62,65.58,3792.69,2.0,0,Yes,No,2023-06-22
11420,Female,58,East,Month-to-Month,Fiber Optic,Mailed Check,8,71.3,559.38,1.0,0,No,Yes,2021-09-16
11421,Male,24,West,Month-to-Month,Fiber Optic,Electronic Check,30,31.63,1011.83,2.0,0,No,Yes,2024-09-09
11422,Male,31,South,Two Year,DSL,Credit Card,66,90.24,5807.79,3.0,1,No,No,2021-05-08
11423,Male,46,South,Month-to-Month,Fiber Optic,Bank Transfer,45,90.31,4202.23,4.0,1,No,No,2024-03-26
11424,Male,36,West,Month-to-Month,Fiber Optic,Bank Transfer,18,73.48,1238.13,5.0,2,No,Yes,2020-10-08
11425,Female,36,South,One Year,No Internet,Electronic Check,45,94.57,4217.78,2.0,1,No,No,2022-04-10
11426,Female,19,East,Month-to-Month,Fiber Optic,Credit Card,19,94.53,1797.02,4.0,2,No,Yes,2021-03-05
11427,Male,58,South,Month-to-Month,Fiber Optic,Credit Card,68,54.85,3883.57,3.0,1,No,No,2022-05-07
11428,Female,62,East,Month-to-Month,No Internet,Mailed Check,50,87.24,4214.62,3.0,0,Yes,No,2020-09-09
11429,Female,32,North,One Year,Fiber Optic,Electronic Check,25,121.32,2918.57,1.0,2,No,Yes,2021-07-16
11430,Female,20,South,One Year,DSL,Mailed Check,38,68.5,2520.94,1.0,1,No,No,2022-12-02
11431,Male,28,East,One Year,Fiber Optic,Credit Card,36,85.32,3098.89,1.0,1,No,No,2024-03-14
11432,Male,70,West,Month-to-Month,DSL,Electronic Check,68,74.69,5384.47,2.0,4,Yes,No,2021-06-20
11433,Male,63,West,One Year,Fiber Optic,Credit Card,56,56.55,3334.48,5.0,0,Yes,No,2022-07-24
11434,Female,47,South,Two Year,DSL,Bank Transfer,39,70.54,2556.48,1.0,1,No,No,2024-08-15
11435,Male,74,South,One Year,Fiber Optic,Electronic Check,63,64.71,4323.91,2.0,2,Yes,No,2024-02-07
11436,Male,57,North,One Year,Fiber Optic,Electronic Check,7,86.84,568.5,1.0,2,No,No,2025-01-13
11437,Male,35,North,One Year,DSL,Mailed Check,58,76.15,4356.88,1.0,2,No,No,2022-06-01
11438,Female,68,South,Two Year,No Internet,Mailed Check,59,80.27,4937.04,3.0,1,Yes,No,2022-03-27
11439,Male,65,West,Two Year,Fiber Optic,Electronic Check,48,96.19,4307.97,1.0,2,Yes,No,2025-09-23
11440,Female,19,West,Month-to-Month,DSL,Electronic Check,5,48.81,226.1,1.0,3,No,No,2022-05-29
11441,Female,49,North,Month-to-Month,Fiber Optic,Bank Transfer,36,91.69,3211.05,1.0,2,No,No,2021-11-08
11442,Male,25,West,Month-to-Month,DSL,Credit Card,25,95.9,2485.7,2.0,2,No,No,2023-02-05
11443,Female,39,East,Month-to-Month,Fiber Optic,Electronic Check,45,58.17,2626.76,1.0,1,No,No,2024-03-07
11444,Male,23,East,Month-to-Month,DSL,Mailed Check,19,115.63,2167.79,6.0,2,No,Yes,2025-03-03
11445,Female,29,East,Two Year,Fiber Optic,Electronic Check,7,57.69,424.06,1.0,1,No,No,2024-09-16
11446,Male,64,South,Month-to-Month,Fiber Optic,Bank Transfer,58,127.69,7722.06,7.0,1,Yes,No,2025-03-18
11447,Female,74,West,One Year,Fiber Optic,Credit Card,66,63.13,4357.27,5.0,0,Yes,No,2020-08-11
11448,Female,57,North,One Year,Fiber Optic,Credit Card,39,85.59,3316.5,1.0,1,No,Yes,2021-10-26
11449,Female,53,West,Month-to-Month,No Internet,Electronic Check,18,67.18,1116.26,1.0,3,No,No,2022-07-23
11450,Female,32,East,Two Year,No Internet,Bank Transfer,1,32.83,31.11,2.0,0,No,No,2023-08-05
11451,Male,45,West,Two Year,DSL,Mailed Check,63,84.45,5525.76,4.0,0,No,No,2023-08-01
11452,Female,69,South,Month-to-Month,Fiber Optic,Credit Card,3,105.74,330.07,2.0,1,Yes,No,2023-04-24
11453,Female,74,North,Month-to-Month,Fiber Optic,Credit Card,21,102.49,2314.93,1.0,0,Yes,Yes,2020-08-13
11454,Female,66,South,Month-to-Month,DSL,Electronic Check,30,65.79,1875.86,2.0,1,Yes,Yes,2020-07-18
11455,Male,62,North,One Year,No Internet,Mailed Check,11,54.46,562.92,1.0,2,Yes,No,2021-05-18
11456,Female,35,North,Month-to-Month,Fiber Optic,Mailed Check,22,114.48,2373.0,3.0,1,No,No,2020-01-11
11457,Female,19,North,One Year,No Internet,Bank Transfer,57,77.34,4186.05,2.0,0,No,Yes,2022-09-05
11458,Female,30,South,Two Year,No Internet,Credit Card,3,48.09,144.93,3.0,0,No,Yes,2024-05-16
11459,Male,62,South,Month-to-Month,No Internet,Mailed Check,30,77.36,2497.26,2.0,1,Yes,Yes,2020-01-05
11460,Female,71,East,Two Year,Fiber Optic,Electronic Check,45,40.13,1831.69,3.0,2,Yes,No,2020-10-06
11461,Male,32,North,Month-to-Month,Fiber Optic,Credit Card,36,89.69,3240.56,2.0,1,No,Yes,2023-06-15
11462,Female,37,North,Two Year,DSL,Credit Card,72,83.39,6170.62,2.0,0,No,No,2020-05-06
11463,Male,46,North,Month-to-Month,DSL,Credit Card,64,67.51,4026.1,4.0,1,No,No,2020-10-30
11464,Female,59,East,One Year,Fiber Optic,Bank Transfer,54,104.77,5943.04,2.0,2,No,No,2021-12-31
11465,Female,46,South,Month-to-Month,Fiber Optic,Bank Transfer,68,107.33,7469.96,1.0,0,No,No,2021-05-04
11466,Male,20,South,Two Year,DSL,Electronic Check,50,73.88,3499.66,1.0,0,No,No,2021-03-12
11467,Female,36,East,Month-to-Month,Fiber Optic,Credit Card,31,131.2,4152.26,1.0,1,No,No,2024-08-11
11468,Male,20,South,Month-to-Month,Fiber Optic,Electronic Check,29,120.85,3558.6,5.0,1,No,Yes,2022-11-27
11469,Female,71,East,One Year,DSL,Credit Card,59,87.68,4812.95,2.0,0,Yes,No,2021-04-27
11470,Female,31,East,Month-to-Month,DSL,Electronic Check,36,80.88,2803.1,4.0,0,No,No,2020-11-10
11471,Female,57,East,One Year,DSL,Electronic Check,67,65.59,4317.85,2.0,2,No,No,2024-02-16
11472,Female,72,East,Two Year,Fiber Optic,Bank Transfer,11,65.82,694.47,3.0,0,Yes,Yes,2022-07-27
11473,Female,21,South,Month-to-Month,DSL,Mailed Check,11,91.94,969.78,0.0,1,No,Yes,2020-01-17
11474,Male,69,East,Month-to-Month,DSL,Mailed Check,26,67.02,1762.86,3.0,0,Yes,Yes,2022-09-06
11475,Male,28,East,Month-to-Month,Fiber Optic,Mailed Check,53,61.65,3252.22,3.0,0,No,Yes,2021-03-22
11476,Female,75,East,One Year,DSL,Bank Transfer,14,51.95,746.77,1.0,1,Yes,No,2020-10-05
11477,Female,48,West,Month-to-Month,Fiber Optic,Electronic Check,64,70.25,4824.32,4.0,0,No,No,2021-03-27
11478,Female,60,East,Month-to-Month,Fiber Optic,Mailed Check,10,130.84,1342.01,1.0,1,Yes,Yes,2021-08-28
11479,Female,49,North,Month-to-Month,Fiber Optic,Credit Card,31,108.2,3398.26,1.0,2,No,No,2024-09-06
11480,Male,44,East,Month-to-Month,Fiber Optic,Bank Transfer,36,87.86,3338.85,1.0,1,No,No,2025-09-07
11481,Female,47,South,Two Year,Fiber Optic,Credit Card,10,92.35,943.02,1.0,0,No,Yes,2022-10-30
11482,Male,60,South,Month-to-Month,DSL,Bank Transfer,26,85.25,2097.89,2.0,1,Yes,Yes,2024-12-16
11483,Female,19,East,One Year,Fiber Optic,Credit Card,20,65.29,1267.1,1.0,0,No,No,2025-06-30
11484,Male,66,South,One Year,No Internet,Electronic Check,44,42.81,1953.97,3.0,0,Yes,No,2020-04-10
11485,Male,26,East,One Year,DSL,Credit Card,62,98.29,6326.41,2.0,2,No,No,2025-11-04
11486,Male,45,East,Month-to-Month,Fiber Optic,Electronic Check,9,53.26,516.69,3.0,0,No,No,2021-04-14
11487,Male,48,East,One Year,Fiber Optic,Mailed Check,71,86.56,6270.62,1.0,2,No,No,2023-08-17
11488,Female,51,West,Two Year,DSL,Credit Card,24,48.96,1250.16,3.0,1,No,No,2024-06-12
